customer_id,first_name,last_name,date_of_birth,gender,annual_income,occupation,city,state,customer_since,customer_status
11469,Krishna,Ranganathan,1953-06-12,Male,120000.0,Software Engineer,Mumbai,Maharashtra,2020-06-25,Active
11470,Hiral,Guha,1962-11-28,Male,120000.0,Doctor,Hyderabad,Telangana,2021-10-23,Closed
11471,Upadhriti,Khalsa,1970-05-10,Female,160652.53,Student,Chennai,Tamil Nadu,2023-08-05,Active
11472,Ayushman,Chander,1956-04-28,Male,120000.0,Software Engineer,Mumbai,Maharashtra,2015-12-04,Active
11473,Vrinda,Modi,1981-08-02,Male,120000.0,Sales Professional,Mumbai,Maharashtra,2017-03-14,Inactive
11474,Anita,Suri,1964-04-30,Male,120000.0,Accountant,Kolkata,West Bengal,2023-01-13,Active
11475,Shivani,Sheth,1953-02-12,Male,120000.0,Software Engineer,Hyderabad,Telangana,2016-04-15,Active
11476,Balveer,Sahni,1981-10-29,Female,156590.16,Retired,Jaipur,Rajasthan,2020-09-08,Inactive
11477,Ekansh,Mukherjee,1975-06-01,Female,120000.0,Software Engineer,Mangaluru,Karnataka,2025-01-27,Active
11478,Lopa,Nayar,1989-09-23,Female,147942.68,Business Owner,Pune,Maharashtra,2019-10-04,Active
11479,Shravya,Kaul,1992-02-01,Female,120000.0,Accountant,Hyderabad,Telangana,2018-02-24,Active
11480,Girindra,Balay,1995-09-28,Female,120000.0,Student,Hyderabad,Telangana,2015-01-06,Active
11481,Zashil,Bail,1973-12-14,Female,120000.0,Retired,Hyderabad,Telangana,2019-08-08,Active
11482,Samesh,Ratti,1987-06-13,Female,120000.0,Teacher,Mysuru,Karnataka,2024-01-04,Active
11483,Gopal,Behl,1985-11-30,Female,308169.38,Student,Kolkata,West Bengal,2024-04-16,Active
11484,Anmol,Memon,1958-01-20,Male,146475.73,Bank Employee,Mangaluru,Karnataka,2023-08-11,Active
11485,Watika,Murthy,1979-10-26,Male,120000.0,Software Engineer,Mumbai,Maharashtra,2022-03-26,Active
11486,Arunima,Kala,1952-10-04,Male,120000.0,Student,Bengaluru,Karnataka,2019-08-31,Active
11487,Neel,Chawla,1997-03-13,Male,120000.0,Government Employee,Jaipur,Rajasthan,2020-02-27,Active
11488,Yashawini,Shan,1995-08-21,Male,120000.0,Self Employed,Mysuru,Karnataka,2019-04-29,Active
11489,Ekansh,Samra,1989-10-23,Female,120000.0,Student,Hyderabad,Telangana,2021-08-10,Active
11490,Harrison,Ram,1972-05-25,Male,120000.0,Student,Kolkata,West Bengal,2020-03-20,Closed
11491,Turvi,Golla,1966-05-13,Male,120000.0,Accountant,Jaipur,Rajasthan,2018-07-31,Active
11492,Yug,Morar,2002-07-16,Male,120000.0,Government Employee,Mysuru,Karnataka,2012-10-17,Active
11493,Jagat,Balay,1968-07-19,Female,120000.0,Retired,Delhi,Delhi,2020-10-03,Active
11494,Garima,Sarraf,1988-06-07,Male,120000.0,Government Employee,Kolkata,West Bengal,2023-09-30,Active
11495,Oni,Sengupta,1958-02-11,Male,120000.0,Accountant,Kolkata,West Bengal,2014-01-28,Active
11496,Lekha,Narang,1983-01-25,Male,120000.0,Doctor,Delhi,Delhi,2023-05-31,Active
11497,Nathaniel,Bhavsar,1988-04-01,Female,120000.0,Software Engineer,Mumbai,Maharashtra,2014-01-17,Active
11498,Jacob,Ganesan,1983-12-26,Female,120000.0,Bank Employee,Kolkata,West Bengal,2024-07-01,Active
11499,Yashodhara,Peri,1994-09-26,Male,120000.0,Business Owner,Delhi,Delhi,2014-05-27,Active
11500,Aarna,Bhatt,1993-02-06,Female,120000.0,Government Employee,Bengaluru,Karnataka,2018-06-25,Active
11501,Atharv,Wagle,1970-06-27,Male,120000.0,Accountant,Jaipur,Rajasthan,2013-04-20,Active
11502,Ijaya,Natt,1975-08-22,Female,181481.73,Self Employed,Pune,Maharashtra,2014-11-22,Active
11503,Udyati,Karan,1954-10-20,Male,120000.0,Business Owner,Jaipur,Rajasthan,2023-08-13,Active
11504,Arunima,Kala,1981-08-13,Male,120000.0,Software Engineer,Hyderabad,Telangana,2018-09-07,Active
11505,Samar,Dasgupta,1986-08-23,Female,120000.0,Teacher,Delhi,Delhi,2017-01-22,Active
11506,Jyoti,Raval,1984-03-21,Male,120000.0,Software Engineer,Pune,Maharashtra,2011-12-22,Active
11507,Waida,Dasgupta,1980-03-21,Male,120000.0,Accountant,Bengaluru,Karnataka,2024-05-20,Active
11508,Aadhya,Kumer,1987-11-09,Other,120000.0,Software Engineer,Pune,Maharashtra,2023-09-06,Active
11509,Girish,Madan,2001-08-15,Male,120000.0,Student,Mangaluru,Karnataka,2016-10-18,Active
11510,Aarnav,Agrawal,1954-08-17,Female,140179.94,Accountant,Pune,Maharashtra,2024-04-19,Active
11511,Anita,Bansal,2003-12-23,Female,120000.0,Sales Professional,Hyderabad,Telangana,2019-03-02,Active
11512,Kala,Roy,1953-09-03,Female,120000.0,Bank Employee,Mumbai,Maharashtra,2014-02-19,Active
11513,William,Das,1954-01-25,Male,120000.0,Bank Employee,Bengaluru,Karnataka,2023-12-18,Active
11514,Pahal,Muni,2003-05-18,Male,120000.0,Accountant,Bengaluru,Karnataka,2012-04-15,Active
11515,Sai,Sunder,1961-06-01,Female,120000.0,Teacher,Pune,Maharashtra,2021-07-17,Inactive
11516,Nirja,Viswanathan,2000-12-31,Female,120000.0,Software Engineer,Chennai,Tamil Nadu,2014-05-07,Active
11517,Patrick,Thakur,1995-08-20,Female,120000.0,Accountant,Jaipur,Rajasthan,2017-03-21,Inactive
11518,Dalaja,Dube,1981-06-17,Female,120000.0,Sales Professional,Mysuru,Karnataka,2015-02-09,Active
11519,Amara,Kuruvilla,1990-08-30,Female,120000.0,Student,Mumbai,Maharashtra,2023-09-14,Active
11520,Vedika,Dixit,1976-02-10,Male,120000.0,Business Owner,Mumbai,Maharashtra,2013-07-23,Inactive
11521,Varsha,Hayer,1978-07-29,Male,120000.0,Doctor,Mumbai,Maharashtra,2018-07-17,Active
11522,Ekanta,Majumdar,1980-11-28,Female,120000.0,Consultant,Pune,Maharashtra,2024-01-26,Active
11523,Jeevika,Trivedi,1982-01-02,Female,175844.78,Doctor,Hyderabad,Telangana,2021-02-18,Active
11524,Yagnesh,Sule,1955-02-27,Male,120000.0,Government Employee,Bengaluru,Karnataka,2012-08-14,Active
11525,Ekantika,Guha,1990-07-19,Female,120000.0,Retired,Bengaluru,Karnataka,2024-04-10,Active
11526,Luke,Pant,1994-09-02,Male,120000.0,Retired,Mangaluru,Karnataka,2023-10-01,Active
11527,Christopher,Sani,1997-10-10,Male,120000.0,Teacher,Bengaluru,Karnataka,2025-04-28,Active
11528,Warhi,Sharaf,1958-10-17,Female,120000.0,Self Employed,Mangaluru,Karnataka,2021-02-05,Active
11529,Ekiya,Hayer,1999-03-29,Female,121094.4,Consultant,Pune,Maharashtra,2018-06-06,Active
11530,Aarnav,Chhabra,1982-12-16,Female,120000.0,Doctor,Mangaluru,Karnataka,2016-07-11,Active
11531,Udarsh,Bahri,1968-02-08,Female,120000.0,Sales Professional,Kolkata,West Bengal,2012-08-23,Active
11532,Nakul,Palla,1976-04-04,Female,120000.0,Consultant,Pune,Maharashtra,2025-02-05,Active
11533,Daniel,Batra,1970-07-30,Female,120000.0,Government Employee,Hyderabad,Telangana,2013-08-29,Active
11534,Sai,Chaudhary,1978-06-08,Male,120000.0,Self Employed,Hyderabad,Telangana,2023-03-17,Active
11535,Mekhala,Talwar,1982-03-27,Male,120000.0,Accountant,Delhi,Delhi,2017-08-05,Active
11536,Manbir,Srinivasan,2003-06-09,Female,120000.0,Accountant,Delhi,Delhi,2011-08-12,Active
11537,Raksha,Choudhry,1961-03-15,Female,120000.0,Retired,Mumbai,Maharashtra,2019-03-23,Inactive
11538,Upadhriti,Chauhan,1980-06-25,Female,120000.0,Doctor,Pune,Maharashtra,2018-12-01,Inactive
11539,Tanay,Nanda,1951-03-27,Female,120000.0,Government Employee,Jaipur,Rajasthan,2018-08-02,Active
11540,Chakrika,Gokhale,1997-12-26,Female,120000.0,Software Engineer,Hyderabad,Telangana,2019-05-28,Active
11541,Nakul,Bajwa,1997-05-23,Male,214713.77,Retired,Jaipur,Rajasthan,2016-08-09,Active
11542,Shivansh,Vala,1987-11-17,Female,120000.0,Doctor,Jaipur,Rajasthan,2022-04-21,Active
11543,Harrison,Sur,1999-07-21,Female,120000.0,Consultant,Bengaluru,Karnataka,2018-07-13,Active
11544,Triya,Rao,1959-10-28,Female,120000.0,Government Employee,Mangaluru,Karnataka,2014-06-17,Active
11545,Raksha,Banerjee,1960-05-23,Female,120000.0,Teacher,Mysuru,Karnataka,2024-02-29,Active
11546,Ijaya,Muni,1967-05-20,Female,120000.0,Consultant,Pune,Maharashtra,2012-10-28,Active
11547,Meghana,Kata,1989-09-13,Female,120000.0,Self Employed,Mangaluru,Karnataka,2012-09-26,Active
11548,Eiravati,Uppal,1971-08-18,Male,120000.0,Student,Chennai,Tamil Nadu,2018-10-07,Active
11549,Anjali,Subramanian,1959-03-09,Male,120000.0,Software Engineer,Hyderabad,Telangana,2017-04-23,Active
11550,Omya,Bhagat,1969-11-05,Male,120000.0,Student,Bengaluru,Karnataka,2018-02-18,Active
11551,Unni,Vala,1961-04-29,Female,120000.0,Software Engineer,Hyderabad,Telangana,2022-09-19,Active
11552,Chaitanya,Jayaraman,1980-04-05,Male,120000.0,Sales Professional,Hyderabad,Telangana,2022-02-26,Active
11553,Ansh,Raman,1997-10-23,Female,188638.1,Business Owner,Pune,Maharashtra,2013-06-06,Active
11554,Ekaja,Panchal,1952-11-01,Female,120000.0,Software Engineer,Mumbai,Maharashtra,2022-11-19,Inactive
11555,Qasim,Ramaswamy,1955-01-02,Female,120000.0,Software Engineer,Kolkata,West Bengal,2015-08-24,Active
11556,Aarini,Balan,1998-05-06,Female,120000.0,Self Employed,Delhi,Delhi,2022-03-20,Active
11557,Urishilla,Kara,1956-12-21,Female,120000.0,Bank Employee,Pune,Maharashtra,2013-11-25,Active
11558,Mohammed,Bhakta,1999-01-26,Female,120000.0,Teacher,Hyderabad,Telangana,2018-12-14,Active
11559,Leena,Sarna,1980-03-26,Male,120000.0,Software Engineer,Mangaluru,Karnataka,2018-07-05,Inactive
11560,Ekantika,Mangat,1995-03-30,Female,135868.72,Consultant,Jaipur,Rajasthan,2011-09-04,Inactive
11561,Ekta,Kaur,2000-09-05,Female,120000.0,Software Engineer,Delhi,Delhi,2022-05-28,Active
11562,Praneel,Mall,1961-04-09,Male,120000.0,Self Employed,Mumbai,Maharashtra,2022-04-10,Active
11563,Ishaan,Sabharwal,1989-01-24,Female,154552.58,Bank Employee,Kolkata,West Bengal,2016-04-28,Active
11564,Timothy,Natt,1965-10-28,Male,120000.0,Doctor,Chennai,Tamil Nadu,2023-07-14,Active
11565,Ojas,Tella,2001-04-30,Female,120000.0,Accountant,Mumbai,Maharashtra,2018-12-28,Active
11566,Ethan,Shukla,1988-01-16,Other,120000.0,Sales Professional,Jaipur,Rajasthan,2022-12-04,Active
11567,Advik,Pau,1988-04-21,Male,120000.0,Retired,Delhi,Delhi,2012-10-03,Active
11568,Wriddhish,Venkataraman,1952-10-12,Male,120000.0,Teacher,Hyderabad,Telangana,2017-04-07,Closed
11569,Sneha,Kapur,1963-04-25,Male,120000.0,Teacher,Mumbai,Maharashtra,2013-07-28,Active
11570,Udant,Radhakrishnan,2003-05-24,Male,120000.0,Accountant,Hyderabad,Telangana,2025-04-28,Active
11571,Sachi,Rajan,1970-10-15,Female,120000.0,Software Engineer,Chennai,Tamil Nadu,2017-09-03,Active
11572,Gaurangi,Pradhan,1959-09-06,Male,271605.86,Business Owner,Kolkata,West Bengal,2018-07-22,Active
11573,Imaran,Murty,1958-09-17,Male,120550.94,Student,Kolkata,West Bengal,2012-02-12,Active
11574,Ridhi,Apte,2000-08-16,Male,120000.0,Retired,Bengaluru,Karnataka,2017-07-09,Active
11575,Jasmit,Tank,1951-03-05,Male,120000.0,Consultant,Mumbai,Maharashtra,2017-10-18,Active
11576,Naksh,Prakash,1953-01-22,Male,120000.0,Accountant,Mumbai,Maharashtra,2021-03-01,Active
11577,Mohini,Wali,1984-02-18,Female,120000.0,Consultant,Kolkata,West Bengal,2025-03-05,Active
11578,Amara,Mann,1956-11-26,Male,120000.0,Retired,Hyderabad,Telangana,2013-10-04,Active
11579,Rayaan,Oza,1996-06-11,Male,120000.0,Doctor,Mysuru,Karnataka,2021-08-01,Active
11580,Radha,Ghose,1972-03-29,Male,170815.07,Accountant,Hyderabad,Telangana,2021-02-24,Active
11581,Mekhala,Dora,1977-10-07,Male,120000.0,Software Engineer,Kolkata,West Bengal,2015-10-18,Active
11582,Dipta,Sankar,1952-04-20,Male,120000.0,Consultant,Kolkata,West Bengal,2012-03-13,Active
11583,Leela,Grover,1973-05-19,Male,188112.74,Consultant,Delhi,Delhi,2022-12-04,Active
11584,Hiral,Bhatnagar,1975-07-11,Male,157583.86,Accountant,Kolkata,West Bengal,2013-02-02,Active
11585,Vasudha,Sekhon,1997-11-19,Female,136717.23,Student,Pune,Maharashtra,2017-10-13,Active
11586,Faqid,Iyer,1982-11-25,Male,120000.0,Teacher,Pune,Maharashtra,2020-06-19,Inactive
11587,Zashil,Natt,1965-06-06,Female,120000.0,Sales Professional,Mysuru,Karnataka,2012-09-27,Active
11588,Orinder,Sha,2005-03-22,Male,120000.0,Consultant,Jaipur,Rajasthan,2014-12-20,Active
11589,Amara,Krishnamurthy,2005-07-14,Male,120000.0,Bank Employee,Mysuru,Karnataka,2017-04-15,Active
11590,Anmol,Bhatti,1993-02-03,Male,120000.0,Accountant,Mysuru,Karnataka,2019-12-25,Active
11591,Pallavi,Dutta,1958-03-23,Female,120000.0,Government Employee,Bengaluru,Karnataka,2014-12-17,Active
11592,Amruta,Saha,2002-07-18,Female,120000.0,Student,Bengaluru,Karnataka,2013-02-13,Active
11593,Mekhala,Malhotra,1997-02-05,Male,120000.0,Student,Mumbai,Maharashtra,2018-01-04,Active
11594,Faraj,Nagarajan,1960-09-20,Female,120000.0,Sales Professional,Kolkata,West Bengal,2023-07-06,Active
11595,Raagini,Nayak,1967-07-01,Male,120000.0,Consultant,Kolkata,West Bengal,2014-03-05,Active
11596,Lohit,Datta,1996-07-18,Male,120000.0,Student,Mysuru,Karnataka,2025-01-21,Active
11597,Advika,Sengupta,1953-04-07,Female,120000.0,Self Employed,Hyderabad,Telangana,2024-03-20,Active
11598,Yashvi,Chandran,1950-10-07,Male,205746.73,Student,Chennai,Tamil Nadu,2013-06-05,Active
11599,Anamika,Wable,1997-08-16,Male,120000.0,Government Employee,Delhi,Delhi,2013-06-10,Active
11600,Oliver,Savant,1955-07-11,Male,120000.0,Government Employee,Mysuru,Karnataka,2022-01-27,Active
11601,Anjali,Bassi,2003-04-20,Female,120000.0,Teacher,Mangaluru,Karnataka,2021-01-20,Inactive
11602,Zayan,Koshy,1981-01-19,Male,120000.0,Doctor,Mangaluru,Karnataka,2024-09-01,Active
11603,Chasmum,Dar,1959-11-04,Male,120000.0,Government Employee,Bengaluru,Karnataka,2018-06-10,Active
11604,Yutika,Choudhary,1983-10-12,Male,120000.0,Doctor,Jaipur,Rajasthan,2024-06-06,Active
11605,Zaid,Anand,2000-02-18,Male,120000.0,Accountant,Chennai,Tamil Nadu,2011-11-05,Active
11606,Andrew,Naik,1985-08-25,Female,120000.0,Government Employee,Jaipur,Rajasthan,2020-10-26,Active
11607,Advik,Narayan,1995-02-18,Female,120000.0,Doctor,Mangaluru,Karnataka,2020-03-29,Active
11608,Benjamin,Dara,1968-10-28,Male,120000.0,Teacher,Hyderabad,Telangana,2011-11-16,Active
11609,Reyansh,Kalita,1969-11-01,Male,120000.0,Self Employed,Bengaluru,Karnataka,2023-09-21,Active
11610,Aryan,Oak,1952-11-14,Other,120000.0,Teacher,Mysuru,Karnataka,2021-01-03,Active
11611,Isaiah,Bava,1973-09-05,Male,120000.0,Student,Mumbai,Maharashtra,2018-01-04,Active
11612,Timothy,Om,1994-04-06,Male,120000.0,Bank Employee,Mumbai,Maharashtra,2020-06-02,Active
11613,Rachana,Barad,1993-10-19,Male,120000.0,Bank Employee,Kolkata,West Bengal,2014-09-27,Active
11614,Hitesh,Keer,1955-04-07,Female,120000.0,Bank Employee,Jaipur,Rajasthan,2013-04-04,Inactive
11615,Nirja,Sachdeva,1989-04-13,Female,120000.0,Sales Professional,Hyderabad,Telangana,2016-10-06,Active
11616,Omya,Bains,1959-12-07,Female,120000.0,Bank Employee,Pune,Maharashtra,2022-06-06,Active
11617,Falan,Dyal,1970-05-19,Male,126608.92,Consultant,Chennai,Tamil Nadu,2018-12-02,Inactive
11618,Sara,Sami,2003-05-25,Female,120000.0,Retired,Delhi,Delhi,2015-12-30,Active
11619,Maanas,Tiwari,1958-05-31,Male,120000.0,Consultant,Hyderabad,Telangana,2014-02-20,Inactive
11620,Idika,Viswanathan,1963-07-18,Other,120000.0,Retired,Bengaluru,Karnataka,2018-05-08,Inactive
11621,Nathan,Behl,1981-09-14,Male,120000.0,Self Employed,Jaipur,Rajasthan,2025-07-10,Active
11622,Amara,Upadhyay,1988-09-16,Female,120000.0,Bank Employee,Bengaluru,Karnataka,2024-12-06,Active
11623,Adya,Nagi,1991-05-09,Female,120000.0,Sales Professional,Pune,Maharashtra,2012-11-16,Active
11624,Orinder,Ramachandran,1950-11-28,Male,120000.0,Business Owner,Kolkata,West Bengal,2021-06-13,Active
11625,Manthan,Acharya,1967-04-03,Male,120000.0,Retired,Pune,Maharashtra,2015-06-01,Active
11626,Farhan,Lad,2001-04-22,Female,120000.0,Self Employed,Kolkata,West Bengal,2018-12-18,Active
11627,Kala,Sahni,1997-05-05,Male,120000.0,Sales Professional,Chennai,Tamil Nadu,2017-08-16,Active
11628,Warhi,Dar,2002-04-03,Female,120000.0,Business Owner,Kolkata,West Bengal,2018-09-28,Active
11629,Mahika,Pandya,1984-01-06,Female,120000.0,Accountant,Mumbai,Maharashtra,2020-04-26,Active
11630,Gopal,Kakar,1952-02-24,Male,129736.22,Government Employee,Pune,Maharashtra,2016-06-16,Active
11631,Hemani,Bhandari,1971-03-28,Male,120000.0,Self Employed,Hyderabad,Telangana,2015-08-08,Active
11632,Yachana,Randhawa,1970-05-21,Male,120000.0,Consultant,Delhi,Delhi,2022-08-25,Active
11633,Harish,Rao,1969-01-08,Male,120000.0,Bank Employee,Pune,Maharashtra,2017-08-02,Active
11634,Balveer,Wadhwa,1976-11-04,Male,120000.0,Software Engineer,Pune,Maharashtra,2014-01-20,Active
11635,Ekantika,Gupta,2004-08-27,Female,120000.0,Retired,Kolkata,West Bengal,2013-10-25,Active
11636,Joshua,Kara,1952-03-01,Male,120000.0,Business Owner,Pune,Maharashtra,2019-08-18,Active
11637,Manbir,Madan,2000-02-09,Male,120000.0,Student,Chennai,Tamil Nadu,2021-01-01,Active
11638,Vrinda,Rajan,1967-12-07,Female,120000.0,Bank Employee,Pune,Maharashtra,2013-03-15,Active
11639,Quincy,Sachdev,1957-04-28,Female,120000.0,Government Employee,Jaipur,Rajasthan,2015-04-21,Active
11640,Januja,Patil,1983-12-13,Male,120000.0,Retired,Delhi,Delhi,2015-11-17,Closed
11641,Ekani,Ranganathan,1958-09-03,Male,120000.0,Accountant,Mysuru,Karnataka,2020-03-05,Active
11642,Agastya,Naidu,1984-11-24,Male,222777.64,Student,Pune,Maharashtra,2015-01-03,Active
11643,Yatan,Muni,1953-01-23,Female,120000.0,Software Engineer,Bengaluru,Karnataka,2020-06-01,Active
11644,Theodore,Pillay,1969-01-24,Other,120000.0,Self Employed,Pune,Maharashtra,2022-05-19,Active
11645,Arya,Dhaliwal,1996-07-23,Male,120000.0,Retired,Chennai,Tamil Nadu,2022-06-23,Active
11646,Urvi,Varma,1986-09-12,Female,136145.48,Software Engineer,Jaipur,Rajasthan,2017-08-09,Active
11647,Yashvi,Dash,1990-09-20,Female,120000.0,Government Employee,Hyderabad,Telangana,2014-07-12,Active
11648,Alexander,Sant,1992-03-30,Female,155026.72,Software Engineer,Jaipur,Rajasthan,2018-02-13,Active
11649,Kashish,Raj,1992-05-01,Other,120000.0,Sales Professional,Delhi,Delhi,2014-12-09,Active
11650,Pranav,Prabhakar,1995-10-23,Female,120000.0,Consultant,Mysuru,Karnataka,2021-10-10,Active
11651,Oeshi,Dhar,1981-10-20,Female,120000.0,Sales Professional,Chennai,Tamil Nadu,2019-01-05,Active
11652,Nihal,Dewan,1966-12-08,Male,120000.0,Business Owner,Kolkata,West Bengal,2018-08-26,Active
11653,Warinder,Butala,2005-06-19,Female,120000.0,Government Employee,Kolkata,West Bengal,2014-07-25,Active
11654,Upma,Oak,1966-04-20,Male,120000.0,Sales Professional,Hyderabad,Telangana,2015-12-06,Closed
11655,Jason,Walia,1964-08-11,Female,120000.0,Student,Mangaluru,Karnataka,2022-01-12,Active
11656,Hemangini,Nori,1993-10-19,Male,120000.0,Doctor,Mangaluru,Karnataka,2019-08-09,Inactive
11657,Bachittar,Dyal,2003-12-01,Other,266129.84,Self Employed,Jaipur,Rajasthan,2025-08-02,Active
11658,Krish,Varkey,1951-10-24,Male,120000.0,Bank Employee,Delhi,Delhi,2013-02-05,Active
11659,Suhani,Tank,1956-02-03,Female,120000.0,Software Engineer,Mangaluru,Karnataka,2023-02-19,Active
11660,Avi,Salvi,1959-06-12,Male,120000.0,Government Employee,Pune,Maharashtra,2021-03-13,Active
11661,Chaman,Patil,1951-10-23,Female,120000.0,Doctor,Mangaluru,Karnataka,2013-11-15,Active
11662,Libni,Mangat,1968-10-20,Female,120000.0,Sales Professional,Pune,Maharashtra,2019-05-05,Active
11663,Udant,Patla,1995-12-28,Female,120000.0,Retired,Kolkata,West Bengal,2015-03-27,Active
11664,Arunima,Chandran,1994-04-30,Female,120000.0,Doctor,Hyderabad,Telangana,2016-05-25,Active
11665,Yatin,Bora,1952-09-08,Male,120000.0,Teacher,Bengaluru,Karnataka,2024-03-29,Active
11666,Teerth,Grewal,1966-10-27,Female,120000.0,Accountant,Chennai,Tamil Nadu,2024-02-15,Active
11667,Jatin,Wadhwa,1979-12-12,Female,120000.0,Teacher,Chennai,Tamil Nadu,2022-11-18,Active
11668,Prisha,Sidhu,1989-08-08,Male,120000.0,Student,Chennai,Tamil Nadu,2022-06-11,Active
11669,Chandresh,Samra,1979-04-28,Other,120000.0,Business Owner,Mangaluru,Karnataka,2022-06-27,Active
11670,Vidhi,Kurian,1982-08-20,Male,120000.0,Student,Mumbai,Maharashtra,2019-10-21,Active
11671,Laban,Behl,1999-01-31,Male,120000.0,Accountant,Mumbai,Maharashtra,2013-04-06,Active
11672,Fariq,Bhat,1970-09-12,Female,120000.0,Government Employee,Pune,Maharashtra,2011-08-18,Inactive
11673,Victor,Upadhyay,1967-08-21,Other,139235.79,Retired,Bengaluru,Karnataka,2015-10-21,Active
11674,Upadhriti,Ghose,1977-06-07,Male,120000.0,Software Engineer,Kolkata,West Bengal,2011-11-27,Active
11675,Frado,Sekhon,1982-07-03,Female,228552.1,Doctor,Delhi,Delhi,2023-09-16,Inactive
11676,Vamakshi,Pal,1994-06-14,Female,120000.0,Business Owner,Chennai,Tamil Nadu,2015-05-17,Active
11677,Raghav,Mandal,1960-04-19,Female,120000.0,Software Engineer,Jaipur,Rajasthan,2013-11-13,Active
11678,Ekta,Kakar,1990-11-08,Female,120000.0,Software Engineer,Pune,Maharashtra,2015-06-13,Active
11679,Kai,Desai,1968-07-18,Female,120000.0,Student,Delhi,Delhi,2013-10-13,Active
11680,Jagvi,Tailor,1983-01-21,Female,403008.1,Government Employee,Mangaluru,Karnataka,2019-04-11,Inactive
11681,Pratyush,Shah,1981-08-24,Male,120000.0,Consultant,Delhi,Delhi,2015-11-23,Active
11682,Janaki,Sehgal,1996-07-01,Male,120000.0,Self Employed,Jaipur,Rajasthan,2017-05-15,Active
11683,Chanakya,Gala,1957-11-10,Male,223793.51,Sales Professional,Mangaluru,Karnataka,2022-10-20,Active
11684,Hemangini,Grover,1956-12-12,Female,120000.0,Teacher,Jaipur,Rajasthan,2013-04-20,Active
11685,Baghyawati,Vora,1971-08-19,Male,120000.0,Retired,Mysuru,Karnataka,2018-12-14,Active
11686,Bakhshi,Karan,1998-12-26,Female,120000.0,Bank Employee,Delhi,Delhi,2018-01-15,Active
11687,Ranveer,Wali,1966-04-10,Male,120000.0,Business Owner,Chennai,Tamil Nadu,2021-07-06,Active
11688,Meghana,Warrior,1983-11-22,Female,120000.0,Government Employee,Mumbai,Maharashtra,2020-10-27,Active
11689,Yashasvi,Mishra,1962-08-09,Male,120000.0,Bank Employee,Kolkata,West Bengal,2025-05-28,Active
11690,Amol,Mangal,1982-01-19,Female,120000.0,Government Employee,Pune,Maharashtra,2017-03-28,Active
11691,Yatin,Pillay,1995-09-30,Female,120000.0,Retired,Mangaluru,Karnataka,2020-02-28,Active
11692,Deepa,Sekhon,2001-10-31,Male,120000.0,Doctor,Kolkata,West Bengal,2019-09-06,Active
11693,Daksh,Rajagopal,1989-10-25,Female,259328.69,Teacher,Pune,Maharashtra,2023-07-16,Active
11694,Yash,Goel,1986-05-31,Female,120000.0,Software Engineer,Mangaluru,Karnataka,2017-05-23,Closed
11695,Wyatt,De,1994-07-05,Male,120000.0,Self Employed,Hyderabad,Telangana,2022-06-22,Closed
11696,Chatura,Doctor,1972-03-10,Male,120000.0,Bank Employee,Mumbai,Maharashtra,2016-11-19,Active
11697,Nikita,Bumb,1979-03-01,Male,120000.0,Student,Mangaluru,Karnataka,2023-09-23,Inactive
11698,Urvi,Mann,1978-08-10,Male,120000.0,Software Engineer,Delhi,Delhi,2024-04-18,Active
11699,Sai,Sethi,1986-05-09,Male,120000.0,Sales Professional,Kolkata,West Bengal,2022-11-28,Active
11700,Ekansh,Venkatesh,2002-06-09,Female,120000.0,Bank Employee,Hyderabad,Telangana,2021-04-16,Active
11701,Zansi,Saraf,1965-04-02,Female,120000.0,Government Employee,Mysuru,Karnataka,2023-10-23,Active
11702,Oeshi,Brar,1965-11-26,Male,120000.0,Consultant,Chennai,Tamil Nadu,2021-05-15,Inactive
11703,Eshana,Mannan,2003-09-13,Male,120000.0,Accountant,Kolkata,West Bengal,2022-06-11,Inactive
11704,Falak,Deshmukh,1998-07-12,Female,120000.0,Self Employed,Bengaluru,Karnataka,2012-09-13,Active
11705,Ishwar,Nayak,2001-07-11,Male,120000.0,Self Employed,Mangaluru,Karnataka,2019-01-22,Active
11706,Oscar,Karpe,1993-08-25,Other,120000.0,Doctor,Chennai,Tamil Nadu,2017-04-03,Active
11707,Charan,Chahal,1992-09-16,Male,120000.0,Software Engineer,Hyderabad,Telangana,2016-05-18,Active
11708,Triveni,Kala,1984-03-29,Female,120000.0,Accountant,Jaipur,Rajasthan,2019-11-23,Active
11709,Pahal,Devan,1977-11-22,Female,120000.0,Retired,Mangaluru,Karnataka,2023-01-30,Active
11710,Ronith,Tiwari,2003-10-25,Female,120000.0,Sales Professional,Chennai,Tamil Nadu,2021-07-12,Active
11711,Ladli,Pandit,1970-06-24,Male,120000.0,Doctor,Mangaluru,Karnataka,2024-08-18,Active
11712,Wakeeta,Shetty,1989-05-28,Male,120000.0,Teacher,Kolkata,West Bengal,2013-01-23,Active
11713,Varenya,Dube,2004-08-27,Male,120000.0,Government Employee,Mangaluru,Karnataka,2013-11-25,Active
11714,Anmol,Basu,1988-01-15,Female,120000.0,Teacher,Kolkata,West Bengal,2023-10-27,Active
11715,Jatin,Bajaj,2004-04-17,Male,120000.0,Business Owner,Hyderabad,Telangana,2012-02-12,Active
11716,Gunbir,Kumer,1962-09-16,Female,120000.0,Bank Employee,Bengaluru,Karnataka,2020-03-09,Active
