employee_id,branch_id,employee_name,job_role,hire_date,salary,employment_status
783,15,Chaitanya Arora,Credit Analyst,2015-10-06,24065.27,Active
784,40,Urmi Patla,Branch Manager,2018-02-12,64191.87,Active
785,24,Praneel Banik,Investment Advisor,2021-01-03,42904.73,Active
786,87,Udarsh Nagy,Teller,2015-10-29,69419.93,Active
787,23,Ekaja Madan,Teller,2025-08-27,83579.91,Active
788,60,Kashish Dar,Customer Service Officer,2020-02-22,27649.22,Active
789,57,Praneel Kapoor,Fraud Analyst,2025-04-14,48837.85,Active
790,84,Nandini Biswas,Credit Analyst,2019-07-07,48736.65,Active
791,86,Deepa Narang,Branch Manager,2013-01-26,91681.95,Active
792,87,Abhiram Pillay,Fraud Analyst,2015-01-06,79793.27,Active
793,62,Daksha Kibe,Teller,2019-06-30,81004.41,Active
794,47,Wakeeta Hayre,Customer Service Officer,2024-01-24,73341.0,Active
795,16,Matthew Ahuja,Investment Advisor,2018-07-30,65437.54,Active
796,16,Viraj Pal,Operations Officer,2022-06-03,103686.49,Active
797,74,Gautami Agarwal,Loan Officer,2024-07-06,69316.58,Resigned
798,10,Damyanti Chawla,Customer Service Officer,2015-02-04,97788.23,Active
799,68,Oni Swamy,Branch Manager,2012-08-15,43322.44,Active
800,65,Ati Chander,Risk Analyst,2012-05-07,67208.73,Active
801,81,Zinal Sachar,Risk Analyst,2023-07-11,39260.86,Active
802,39,Tara Chad,Customer Service Officer,2021-06-25,56198.64,Leave
803,23,Yashasvi Deol,Fraud Analyst,2022-06-11,75589.56,Active
804,41,Falan Bhatia,Risk Analyst,2019-01-01,69393.97,Active
805,6,Warjas Manne,Branch Manager,2016-01-16,86714.16,Active
806,55,Maya Narain,Relationship Manager,2017-01-05,83128.76,Active
807,90,Anita Kaur,Branch Manager,2012-11-15,76377.1,Active
808,83,Laban Chopra,Branch Manager,2014-03-31,80594.5,Active
809,78,Nitesh Sengupta,Fraud Analyst,2019-07-13,87237.34,Active
810,88,Niharika Dara,Credit Analyst,2020-09-20,67988.36,Active
811,97,Sarthak Seth,Relationship Manager,2016-11-05,26463.1,Active
812,80,Alka Dar,Customer Service Officer,2013-02-20,96029.32,Active
813,64,Daksha Baria,Credit Analyst,2015-04-06,63927.66,Active
814,44,Manbir Chand,Operations Officer,2023-09-13,64891.65,Active
815,22,Ishani Randhawa,Credit Analyst,2020-05-03,45537.51,Active
816,67,Chandani Lad,Loan Officer,2025-07-21,59932.05,Active
817,83,Azaan Ravel,Credit Analyst,2026-02-21,61353.74,Active
818,75,Zaid Chandra,Teller,2019-06-19,47862.25,Active
819,17,Logan Dara,Customer Service Officer,2011-10-22,91693.98,Active
820,59,Tristan De,Relationship Manager,2014-12-22,44180.8,Active
821,19,Kashish Chad,Customer Service Officer,2021-07-05,51468.06,Active
822,68,Falan Bains,Relationship Manager,2012-09-12,56547.58,Active
823,54,Sachi Dave,Operations Officer,2013-03-02,39540.79,Active
824,54,Jason Basak,Investment Advisor,2019-06-12,71850.21,Resigned
825,24,Om Sant,Loan Officer,2025-07-31,59304.98,Resigned
826,66,Watika Balan,Customer Service Officer,2018-02-11,54527.5,Active
827,28,Orinder Pandya,Risk Analyst,2015-04-04,81762.13,Active
828,91,Anvi Mammen,Relationship Manager,2019-03-11,86020.19,Active
829,3,Bakhshi Korpal,Fraud Analyst,2022-08-13,108768.28,Active
830,24,Wishi Sabharwal,Fraud Analyst,2020-12-20,62425.88,Active
831,26,Darsh Chahal,Operations Officer,2016-05-12,58152.0,Active
832,19,Laksh Saini,Branch Manager,2014-12-30,63894.75,Active
833,66,Anirudh Raja,Teller,2024-11-26,79537.89,Active
834,48,Varsha Sundaram,Customer Service Officer,2017-06-15,40058.97,Active
835,100,Lipika Madan,Loan Officer,2014-08-30,55535.7,Active
836,98,Eiravati Kanda,Risk Analyst,2012-02-07,65964.88,Active
837,65,Dalbir Sodhi,Relationship Manager,2020-08-10,74416.02,Active
838,83,Viraj Dutta,Relationship Manager,2013-04-22,56556.32,Active
839,73,Wridesh Lata,Fraud Analyst,2020-09-06,44757.32,Active
840,74,Theodore Rama,Loan Officer,2017-08-21,76431.89,Active
841,50,Patrick Khalsa,Credit Analyst,2021-09-06,67684.98,Active
842,73,Jagrati Bala,Fraud Analyst,2023-07-28,66452.96,Resigned
843,92,Lucky Guha,Relationship Manager,2025-11-02,119117.96,Active
844,40,Dayamai Gill,Operations Officer,2019-12-12,72324.85,Active
845,23,Gautam Bhalla,Branch Manager,2015-07-24,46886.65,Active
846,40,Anmol Vyas,Loan Officer,2019-09-26,44148.71,Active
847,58,Garima Jaggi,Relationship Manager,2025-04-28,48873.05,Resigned
848,10,Harini Goel,Loan Officer,2025-04-03,65107.28,Active
849,19,Daniel Bains,Branch Manager,2014-02-11,61487.2,Active
850,74,Indrajit Vora,Customer Service Officer,2026-03-31,77647.83,Active
851,91,Elijah Prakash,Investment Advisor,2023-08-03,56119.34,Leave
852,6,Harrison Nayar,Risk Analyst,2016-09-26,48201.99,Active
853,60,Laban Dugar,Relationship Manager,2024-01-23,66591.79,Active
854,85,Vidhi Nadig,Loan Officer,2014-07-26,77075.97,Active
855,60,Udant Gill,Customer Service Officer,2018-01-15,34017.21,Active
856,37,Chaitaly Datta,Loan Officer,2014-08-17,29365.16,Active
857,22,Mahika Bali,Fraud Analyst,2014-09-13,47021.71,Active
858,68,Timothy Chawla,Relationship Manager,2020-01-17,59959.98,Active
859,78,Garima Brahmbhatt,Customer Service Officer,2015-08-26,38569.71,Active
860,29,Ekaja Ganesh,Teller,2022-06-05,79588.26,Active
861,92,Gautami Sekhon,Teller,2011-10-18,80790.99,Active
862,83,Shaurya Krish,Credit Analyst,2023-05-25,83719.43,Active
863,1,Inaya Kunda,Branch Manager,2024-12-28,57731.4,Active
864,25,Aarav Bava,Teller,2018-03-03,78661.92,Active
865,52,Oni Ganesan,Investment Advisor,2018-08-24,47390.41,Active
866,96,Kritika Panchal,Teller,2020-11-21,85130.22,Active
867,49,Harrison Srinivas,Fraud Analyst,2025-01-07,43685.59,Active
868,61,Nicholas Seth,Risk Analyst,2012-11-09,45772.99,Active
869,35,Chaitaly Bahri,Operations Officer,2017-01-09,68092.24,Active
870,81,Henry Borah,Operations Officer,2017-06-01,53651.49,Active
871,30,Keya Dyal,Risk Analyst,2024-01-21,26567.11,Active
872,23,Girik Nigam,Relationship Manager,2021-09-16,41233.45,Active
873,85,Azaan Sankar,Loan Officer,2022-09-21,99868.37,Active
874,33,Radha Dugar,Relationship Manager,2012-07-06,63346.06,Active
875,32,Garima Jha,Fraud Analyst,2014-11-01,88575.32,Active
876,28,Alka Manda,Operations Officer,2016-08-29,113763.04,Active
877,19,Gopal Bawa,Customer Service Officer,2018-04-15,85603.73,Active
878,62,Mitesh Bhagat,Relationship Manager,2017-09-28,124362.38,Active
879,74,Prisha Chahal,Investment Advisor,2016-08-12,44183.1,Active
880,13,Ryan Chatterjee,Customer Service Officer,2012-01-15,72194.57,Active
881,93,Onkar Manne,Relationship Manager,2012-12-30,78056.02,Active
882,88,Jack Morar,Fraud Analyst,2024-12-15,59716.86,Active
883,13,Urishilla Suresh,Teller,2022-11-06,77822.16,Active
884,53,Gavin Ram,Relationship Manager,2014-09-30,88262.97,Active
885,17,Lakshmi Pingle,Risk Analyst,2014-10-11,43595.12,Active
886,32,Chaitanya Lall,Fraud Analyst,2019-01-31,108910.87,Active
887,25,Adya Kara,Customer Service Officer,2025-11-04,66053.66,Active
888,86,David Dora,Risk Analyst,2024-05-26,110803.89,Active
889,51,Frederick Padmanabhan,Customer Service Officer,2025-05-08,55071.11,Active
890,66,Utkarsh Bhat,Risk Analyst,2025-11-27,98770.52,Active
891,3,Omya Wason,Teller,2023-04-17,110763.69,Active
892,48,Warinder Soni,Loan Officer,2016-09-08,41120.52,Active
893,22,Megha Banerjee,Customer Service Officer,2020-02-22,80575.57,Resigned
894,92,Jai Sen,Branch Manager,2014-07-18,27271.26,Active
895,45,Siddharth Hans,Loan Officer,2013-10-01,91128.66,Active
896,64,Pallavi Brar,Fraud Analyst,2023-03-23,50404.42,Active
897,83,Saksham Divan,Credit Analyst,2025-10-16,38599.53,Active
898,62,Ekaja Bhavsar,Branch Manager,2013-01-30,35781.34,Active
899,75,Mekhala Nanda,Fraud Analyst,2026-03-05,73386.95,Active
900,2,Zinal Shanker,Relationship Manager,2026-06-18,55763.09,Active
901,31,Oni Chowdhury,Loan Officer,2018-08-27,65774.46,Active
902,8,Manbir Chaudhry,Risk Analyst,2013-05-26,101676.68,Active
903,45,Bhavika Wason,Operations Officer,2017-06-14,88805.49,Active
904,83,Aishani Rajagopal,Operations Officer,2022-09-28,78483.13,Active
905,92,Urvashi Barad,Customer Service Officer,2014-07-14,67819.22,Active
906,3,Neha Dhawan,Teller,2022-02-13,64621.28,Active
907,36,Balvan Randhawa,Fraud Analyst,2017-03-29,114992.11,Active
908,42,Chandran Soman,Customer Service Officer,2016-03-03,88298.23,Active
909,59,Anmol Nazareth,Risk Analyst,2025-07-05,45920.65,Active
910,76,Deepa Mand,Fraud Analyst,2025-12-10,47071.15,Active
911,79,Guneet Kari,Relationship Manager,2013-11-21,41601.77,Active
912,23,Saanvi Nagi,Loan Officer,2016-03-09,65130.53,Resigned
913,62,Gaurav Guha,Customer Service Officer,2019-02-12,128774.73,Active
914,61,Niharika Sundaram,Relationship Manager,2024-07-10,72127.94,Active
915,96,Daksh Varma,Teller,2025-01-25,41996.41,Active
916,22,Dominic Mukhopadhyay,Fraud Analyst,2023-09-04,76528.25,Active
917,79,Krishna Viswanathan,Branch Manager,2021-04-11,67674.28,Active
918,84,Oscar Hans,Relationship Manager,2026-06-29,59293.24,Active
919,1,Dalbir Krish,Teller,2012-03-01,53293.89,Active
920,46,Chandresh Patel,Loan Officer,2023-08-04,71114.02,Active
921,89,Anusha Pillay,Investment Advisor,2025-08-12,61316.04,Active
922,71,Yashasvi Ranganathan,Investment Advisor,2022-05-31,36281.82,Active
923,18,Azaan Khurana,Loan Officer,2017-12-09,77680.29,Active
924,38,Sanaya Goel,Branch Manager,2026-05-30,73606.01,Active
925,61,Inaya Padmanabhan,Fraud Analyst,2014-05-21,59598.72,Active
926,16,Gautam Mane,Relationship Manager,2012-01-26,56011.65,Resigned
927,75,Chandran Gaba,Teller,2026-02-16,67295.66,Active
928,48,Timothy Kar,Teller,2023-02-18,98812.4,Active
929,38,Amruta Rout,Investment Advisor,2020-05-02,95531.96,Active
930,79,Aditya Som,Fraud Analyst,2013-11-08,74638.55,Active
931,80,Abhiram Kapur,Teller,2015-11-24,65333.36,Active
932,61,Anvi Sampath,Credit Analyst,2018-01-03,86316.92,Active
933,74,Tripti Krishnan,Risk Analyst,2015-04-25,71321.45,Leave
934,98,Chasmum Verma,Operations Officer,2025-08-17,36689.39,Active
935,63,Harsh Amble,Teller,2020-04-21,88562.18,Active
936,25,Barkha Misra,Loan Officer,2023-03-31,72566.63,Active
937,54,Vasatika Bhatt,Loan Officer,2017-04-28,49921.77,Active
938,89,Ekta Malhotra,Risk Analyst,2016-01-17,63177.55,Active
939,22,Raghav Doctor,Credit Analyst,2020-05-27,77854.77,Active
940,76,Dakshesh Raval,Customer Service Officer,2022-11-03,73845.56,Active
941,47,Logan Bal,Relationship Manager,2022-10-02,53247.27,Active
942,33,Chakrika Lad,Operations Officer,2018-09-21,67495.64,Active
943,79,Lipika Banik,Investment Advisor,2021-07-09,42485.1,Active
944,77,Hemal Kapadia,Loan Officer,2023-04-12,174849.6,Active
945,66,Jagrati Tripathi,Branch Manager,2016-09-16,63577.29,Active
946,43,Pratyush Memon,Customer Service Officer,2013-04-06,53898.96,Active
947,29,Kabir Kuruvilla,Investment Advisor,2023-12-10,63418.53,Active
948,55,Gautami Chakraborty,Operations Officer,2015-05-21,57685.05,Active
949,59,Udant Mohanty,Investment Advisor,2018-10-03,74632.8,Active
950,73,Kamya Lad,Credit Analyst,2021-07-25,45183.6,Active
951,37,Ubika Dalal,Fraud Analyst,2019-08-10,81081.65,Active
952,79,Ekavir Sodhi,Teller,2014-11-29,105100.71,Active
953,20,Lakshmi Wagle,Operations Officer,2016-09-04,29574.8,Active
954,42,Chatura Dora,Credit Analyst,2013-12-09,38638.53,Active
955,98,Hema Rout,Loan Officer,2021-04-16,39426.8,Active
956,50,Luke Mutti,Customer Service Officer,2026-04-10,53880.76,Leave
957,32,Faris Sura,Branch Manager,2017-04-05,92151.99,Resigned
958,40,Dhriti Bhardwaj,Investment Advisor,2011-09-07,24634.77,Active
959,56,Anusha Kadakia,Operations Officer,2024-07-20,48317.88,Active
960,94,Nathan Suri,Investment Advisor,2024-12-17,86522.8,Active
961,39,Kai Saraf,Relationship Manager,2022-05-19,37272.16,Resigned
962,26,Netra Sanghvi,Customer Service Officer,2019-09-22,42146.66,Active
963,82,Aayush Barad,Customer Service Officer,2020-09-06,59218.92,Active
964,92,Kashvi Atwal,Teller,2017-01-31,44491.35,Active
965,10,Andrew Agrawal,Investment Advisor,2022-04-07,41029.9,Active
966,60,Upkaar Padmanabhan,Operations Officer,2016-11-29,40371.03,Active
967,95,Harshil Rajagopal,Fraud Analyst,2020-03-01,39535.28,Active
968,48,Oliver Bhattacharyya,Loan Officer,2025-08-14,26564.08,Active
969,40,Chanchal Mannan,Relationship Manager,2019-05-12,51795.45,Active
970,39,Radha Desai,Relationship Manager,2017-06-07,79384.75,Active
971,40,Jagrati Guha,Branch Manager,2014-05-29,60221.96,Active
972,73,Anirudh Kari,Customer Service Officer,2015-06-02,52932.91,Active
973,71,Siddharth Bains,Risk Analyst,2021-08-20,54415.66,Active
974,68,Jatin Peri,Risk Analyst,2023-09-13,86599.65,Active
975,13,Keya Kumer,Relationship Manager,2024-09-21,60780.62,Active
976,60,Chanakya Chokshi,Fraud Analyst,2022-09-21,95859.29,Active
977,54,Chanakya D’Alia,Branch Manager,2018-09-10,44029.07,Active
978,92,Lajita Dasgupta,Teller,2020-11-29,83841.62,Active
979,28,Urvi Dua,Credit Analyst,2015-02-05,69891.21,Active
980,38,Charvi Salvi,Investment Advisor,2022-11-10,51501.44,Active
981,62,Zinal Madan,Risk Analyst,2022-03-13,46978.98,Leave
982,59,Omya Cheema,Relationship Manager,2020-04-21,79242.01,Active
983,93,Barkha Comar,Teller,2024-12-14,71825.85,Active
984,85,Widisha Issac,Fraud Analyst,2021-12-18,42521.15,Active
985,22,Adya Virk,Branch Manager,2015-01-13,72199.33,Active
986,54,Nimrat Merchant,Branch Manager,2014-05-01,92055.15,Active
987,15,Watika Johal,Relationship Manager,2023-04-24,42196.25,Leave
988,23,Ganga Keer,Investment Advisor,2011-08-26,45513.64,Active
989,90,Gaurav Choudhry,Operations Officer,2025-10-23,81030.87,Active
990,17,Manthan Chana,Operations Officer,2024-11-11,101886.05,Leave
991,93,Harrison Kunda,Loan Officer,2022-07-25,48543.8,Active
992,15,Tanmayi Minhas,Risk Analyst,2016-02-05,40599.0,Active
993,95,Chandresh Chaudhry,Teller,2025-06-08,28870.06,Active
994,1,Balveer Mannan,Credit Analyst,2017-09-24,109496.06,Active
995,80,Pooja D’Alia,Risk Analyst,2013-03-21,51538.23,Active
996,57,Aditya Devi,Investment Advisor,2022-11-20,29248.19,Active
997,62,Falguni Parmar,Relationship Manager,2019-01-18,38607.62,Active
998,43,Girik Pradhan,Relationship Manager,2025-06-20,70398.92,Active
999,93,Qadim Comar,Teller,2018-06-03,77652.64,Active
1000,50,Tanmayi Magar,Customer Service Officer,2025-10-26,62308.57,Active
1001,64,Vanya Sama,Credit Analyst,2022-08-22,102421.22,Active
1002,11,Isaiah Deo,Investment Advisor,2023-06-12,62833.62,Active
1003,66,Nathaniel Chawla,Investment Advisor,2018-09-06,57487.33,Active
1004,19,Raksha Golla,Investment Advisor,2022-01-01,64547.04,Active
1005,66,Jagrati Balakrishnan,Customer Service Officer,2026-04-11,43860.34,Active
1006,58,Vasudha Sura,Branch Manager,2013-07-10,83646.53,Active
1007,81,Ridhi Batra,Risk Analyst,2012-09-05,45037.9,Active
1008,99,Dipta Arora,Investment Advisor,2023-08-04,30410.57,Active
1009,28,Hamsini Venkataraman,Relationship Manager,2020-07-02,67175.65,Leave
1010,4,Rachita Kothari,Customer Service Officer,2019-10-20,60459.62,Active
1011,9,Lekha Dixit,Investment Advisor,2025-11-16,40807.03,Resigned
1012,25,Advay Dugar,Loan Officer,2020-03-15,66465.42,Active
1013,24,Warhi Gandhi,Customer Service Officer,2012-11-16,91317.53,Active
1014,10,Ekani Khosla,Credit Analyst,2017-03-26,78597.3,Active
1015,5,Chandresh Tripathi,Credit Analyst,2015-05-23,42953.75,Active
1016,95,Neha Keer,Loan Officer,2012-12-10,110368.18,Active
1017,87,Sachi Sem,Branch Manager,2013-02-05,89095.76,Active
1018,89,Sanya Mutti,Loan Officer,2013-08-15,40651.75,Active
1019,21,Andrew Chauhan,Risk Analyst,2018-06-19,64814.07,Active
1020,97,Balendra Acharya,Branch Manager,2025-08-27,65464.85,Active
1021,15,Daksha Trivedi,Fraud Analyst,2021-03-03,78678.09,Active
1022,21,Tanmayi Om,Investment Advisor,2017-10-13,33905.1,Active
1023,5,Udant Sha,Customer Service Officer,2017-04-01,54335.84,Active
1024,68,Januja Sethi,Loan Officer,2013-07-17,76903.51,Active
1025,99,Tristan Agate,Customer Service Officer,2017-05-30,116278.6,Active
1026,10,Bishakha Vig,Risk Analyst,2017-12-18,64661.71,Leave
1027,72,Chakradev Gala,Operations Officer,2019-12-24,79615.12,Active
1028,53,Nimrat Chhabra,Operations Officer,2015-12-06,46609.94,Active
1029,59,Raghav Dara,Customer Service Officer,2026-02-06,101797.2,Active
1030,30,Tanveer Shankar,Operations Officer,2025-08-18,73920.2,Active
1031,72,Hamsini Chokshi,Customer Service Officer,2024-06-25,96649.42,Active
1032,58,Chakradhar Dasgupta,Teller,2024-09-26,52854.51,Active
1033,34,Tanvi Thaman,Operations Officer,2013-11-22,35358.48,Resigned
1034,1,Aayush Wali,Relationship Manager,2024-02-16,62573.33,Active
1035,54,Rachita Subramanian,Fraud Analyst,2020-04-01,69587.97,Active
1036,80,Oscar Dave,Investment Advisor,2013-05-13,69681.21,Active
1037,17,Ekanta Thaman,Relationship Manager,2018-02-23,39556.81,Active
1038,78,Yuvraj Mahal,Customer Service Officer,2018-05-16,64155.44,Active
1039,14,Chaitaly Sethi,Investment Advisor,2025-04-17,70937.63,Active
1040,31,Lakshit Sachar,Teller,2021-11-07,70374.28,Active
1041,60,Dipta Kalla,Customer Service Officer,2015-01-08,49679.29,Active
1042,34,Bina Pai,Fraud Analyst,2023-01-15,64795.69,Leave
1043,90,Pranav Thakur,Branch Manager,2020-10-30,78248.46,Active
1044,4,Jack Pandey,Relationship Manager,2021-03-02,38776.44,Leave
1045,78,Omisha Walla,Operations Officer,2016-06-19,42746.54,Active
1046,35,Agastya Virk,Relationship Manager,2013-05-31,55697.25,Active
1047,20,Lakshmi Dhillon,Branch Manager,2012-07-03,69099.84,Active
1048,24,Ryan Loke,Relationship Manager,2024-05-13,63515.67,Active
1049,50,Bhavini Krishna,Relationship Manager,2014-02-03,104675.14,Active
1050,14,Chakrika Jani,Teller,2024-06-03,52846.22,Active
1051,68,Jagrati Sethi,Investment Advisor,2013-05-06,66910.33,Active
1052,45,Lopa Khanna,Fraud Analyst,2020-04-17,53289.73,Active
1053,66,Champak Raj,Credit Analyst,2018-03-13,60173.39,Active
1054,73,Dhriti Bhagat,Operations Officer,2011-10-28,34484.9,Active
1055,8,Samaksh Savant,Operations Officer,2025-09-21,96726.57,Active
1056,74,Jhalak Hegde,Customer Service Officer,2024-10-21,98746.4,Active
1057,69,Chaitaly Sen,Teller,2014-08-15,105792.31,Active
1058,45,Rachit Ghose,Operations Officer,2024-02-09,50215.71,Active
1059,6,Krishna Baria,Investment Advisor,2018-11-22,55202.02,Active
1060,23,Aishani De,Customer Service Officer,2014-05-04,90004.53,Active
1061,18,Abdul Narayanan,Investment Advisor,2019-07-15,32771.33,Active
1062,6,Balveer Dube,Investment Advisor,2017-02-02,67969.3,Active
1063,67,Charvi Swaminathan,Fraud Analyst,2025-01-15,57927.03,Active
1064,5,Elijah Nadkarni,Customer Service Officer,2020-07-16,69345.98,Active
1065,35,Qarin Verma,Customer Service Officer,2012-10-05,53710.93,Active
1066,77,Ojasvi Yadav,Fraud Analyst,2018-06-19,42653.93,Active
1067,60,Ikshita Kant,Operations Officer,2015-03-26,26417.6,Active
1068,73,Garima Patel,Operations Officer,2016-08-06,37110.08,Active
1069,47,Vaishnavi Andra,Teller,2013-07-21,70102.32,Active
1070,28,Sanaya Khosla,Loan Officer,2022-07-12,31118.7,Active
1071,25,Balveer Nagi,Fraud Analyst,2018-02-02,44615.44,Active
1072,78,Libni Kunda,Credit Analyst,2020-10-16,55344.86,Active
1073,98,Aryan Varughese,Fraud Analyst,2025-08-03,52534.13,Active
1074,76,Yoshita Trivedi,Risk Analyst,2019-03-08,50134.02,Active
1075,54,Caleb Minhas,Relationship Manager,2022-09-08,47005.45,Active
1076,42,Ekani Varkey,Branch Manager,2013-01-01,86318.32,Resigned
1077,2,Oliver Yogi,Fraud Analyst,2020-09-03,83536.79,Active
1078,7,Dominic Kade,Operations Officer,2023-01-03,41881.23,Active
1079,12,Panini Chawla,Relationship Manager,2015-02-06,46863.9,Active
1080,8,Ekbal Dube,Teller,2012-01-03,41208.28,Active
1081,36,Garima Barad,Customer Service Officer,2013-02-02,80393.96,Active
1082,16,Chatura Gokhale,Fraud Analyst,2025-02-11,52616.1,Active
1083,52,Ekavir Kari,Teller,2016-01-02,57385.88,Active
1084,52,Lipika Seshadri,Credit Analyst,2022-04-29,111161.59,Active
1085,21,Rachita Mutti,Teller,2011-11-21,48422.69,Active
1086,70,Jagat Warrior,Branch Manager,2011-09-14,70232.5,Active
1087,96,Chakradev Bora,Loan Officer,2017-09-08,103645.18,Active
1088,62,Bimala Mitra,Customer Service Officer,2021-12-03,44319.28,Active
1089,22,Baghyawati Sarma,Branch Manager,2018-02-03,53670.53,Active
1090,19,Azaan Som,Customer Service Officer,2014-04-06,74125.0,Active
1091,79,Laban Raman,Risk Analyst,2025-02-26,62954.68,Active
1092,5,Maanas Misra,Branch Manager,2023-02-15,40335.29,Active
1093,75,Advay Dhaliwal,Teller,2013-09-12,65255.39,Active
1094,94,Abdul Ramesh,Credit Analyst,2020-09-27,21299.18,Active
1095,61,Dalaja Kade,Credit Analyst,2024-05-01,33201.65,Active
1096,88,Siddharth Sachar,Relationship Manager,2022-08-04,29066.92,Active
1097,16,Naveen Gour,Operations Officer,2015-05-11,63883.18,Active
1098,85,Rishi Contractor,Branch Manager,2014-09-08,69487.75,Active
1099,50,Triya Bora,Relationship Manager,2016-07-19,42902.67,Active
1100,2,Zashil Chaudhari,Fraud Analyst,2014-12-17,47242.62,Active
1101,19,Ganga Parikh,Fraud Analyst,2013-10-13,49904.49,Resigned
1102,67,Harish Mane,Credit Analyst,2022-02-21,54447.41,Active
1103,54,Rishi Nadkarni,Loan Officer,2019-11-14,76060.58,Active
1104,42,Falguni Mohan,Teller,2023-05-26,58723.39,Active
1105,22,Janya Mutti,Risk Analyst,2018-11-21,44515.92,Active
1106,66,Aayush Munshi,Investment Advisor,2015-10-16,92722.52,Active
1107,90,Rajata Malhotra,Risk Analyst,2025-11-23,90973.84,Active
1108,39,Krish Narula,Loan Officer,2019-10-08,70782.76,Active
1109,36,Sanaya Parmer,Investment Advisor,2024-10-13,133638.28,Active
1110,66,Vidhi Chopra,Teller,2014-08-05,57265.85,Active
1111,24,Avni Dey,Teller,2020-10-06,33389.28,Active
1112,76,Adya Bose,Customer Service Officer,2023-12-24,86729.99,Active
1113,36,Anirudh Tripathi,Branch Manager,2022-05-07,81502.84,Resigned
1114,56,Nidhi Kala,Risk Analyst,2012-03-23,76546.72,Active
1115,45,Urmi Dixit,Branch Manager,2017-10-29,94507.17,Active
1116,16,Udant Mannan,Teller,2013-11-17,113956.14,Active
1117,78,Yachana Uppal,Operations Officer,2013-02-21,90017.67,Active
1118,71,Januja Thakkar,Relationship Manager,2011-10-13,38717.31,Active
1119,44,Noah Varkey,Loan Officer,2013-12-28,76032.99,Active
1120,78,Nathaniel Gola,Relationship Manager,2021-03-28,53630.21,Active
1121,99,Veda Parmer,Relationship Manager,2012-04-16,40004.24,Active
1122,32,Vinaya Kata,Investment Advisor,2012-09-02,63723.63,Active
1123,84,Kala Kaur,Credit Analyst,2012-05-01,62510.33,Active
1124,95,Zarna Patel,Customer Service Officer,2018-03-16,82744.85,Active
1125,69,Suhani Batra,Risk Analyst,2012-04-12,51393.87,Active
1126,96,Harshil Verma,Operations Officer,2022-05-19,25777.21,Resigned
1127,88,Adya Ghosh,Customer Service Officer,2018-01-04,93614.25,Active
1128,1,Jasmit Brahmbhatt,Relationship Manager,2020-05-23,67393.79,Active
1129,84,Krisha Kapoor,Customer Service Officer,2020-05-21,106977.37,Active
1130,60,Ira Pai,Credit Analyst,2019-11-20,78842.1,Active
1131,76,Abeer Thaker,Branch Manager,2013-12-19,86034.5,Active
1132,19,Noah Karpe,Customer Service Officer,2012-11-30,79770.17,Active
1133,43,Siddharth Doctor,Risk Analyst,2014-10-13,50978.43,Active
1134,86,Janaki Dani,Credit Analyst,2022-11-06,32586.75,Active
1135,72,Oeshi Narayanan,Fraud Analyst,2023-11-09,31815.03,Active
1136,77,Vasatika Srinivas,Risk Analyst,2019-10-02,64114.65,Active
1137,83,Neel Roy,Operations Officer,2011-12-26,59373.78,Active
1138,11,Caleb Datta,Fraud Analyst,2021-05-11,69873.73,Active
1139,11,Krish Vala,Customer Service Officer,2012-04-08,32379.27,Active
1140,42,Daksh Ganesan,Relationship Manager,2015-12-30,63737.46,Resigned
1141,72,Zansi Ravi,Branch Manager,2021-10-19,45217.79,Active
1142,61,Bhanumati Chada,Branch Manager,2015-04-15,96582.62,Active
1143,26,Urishilla Subramaniam,Customer Service Officer,2014-07-03,29469.28,Active
1144,46,Nirja Dhar,Teller,2025-02-13,79469.11,Active
1145,13,Yasti Lalla,Risk Analyst,2014-06-16,49999.3,Resigned
1146,4,Sudiksha Biswas,Relationship Manager,2015-07-07,81216.73,Active
1147,11,Lekha Deo,Customer Service Officer,2013-06-13,98908.1,Active
1148,57,Samaksh Virk,Fraud Analyst,2026-03-24,65339.67,Active
1149,29,Mason Char,Credit Analyst,2014-08-15,59850.11,Active
1150,30,Balvan Wali,Branch Manager,2020-03-01,46503.19,Active
1151,79,Girik Subramaniam,Investment Advisor,2022-10-27,101688.61,Active
1152,38,Aarav Sankar,Operations Officer,2020-06-25,100562.08,Active
1153,7,Kamala Bassi,Customer Service Officer,2023-06-22,53967.07,Active
1154,57,Veer Subramaniam,Operations Officer,2025-01-13,52824.63,Active
1155,50,Inaya Chaudhari,Customer Service Officer,2018-11-03,52015.88,Active
1156,60,Aachal Sood,Loan Officer,2024-08-18,77313.72,Active
1157,4,Fiyaz Mander,Customer Service Officer,2021-10-12,61591.37,Active
1158,73,Aarini Gulati,Credit Analyst,2011-09-11,47175.53,Active
1159,24,Jacob Venkatesh,Credit Analyst,2011-09-22,65866.19,Active
1160,32,Samesh Mutti,Risk Analyst,2018-07-23,31228.21,Active
1161,29,Hredhaan Dubey,Credit Analyst,2018-11-07,55404.11,Active
1162,17,Advika Wason,Operations Officer,2018-10-22,40043.43,Leave
1163,90,Anya Ranganathan,Operations Officer,2024-06-12,36260.03,Active
1164,66,Odika Subramanian,Branch Manager,2014-08-23,60124.63,Active
1165,53,Veda Kulkarni,Operations Officer,2016-10-26,39787.01,Resigned
1166,90,Mitali Devi,Customer Service Officer,2026-02-23,90434.38,Active
1167,72,Victor Sekhon,Investment Advisor,2024-12-04,69744.33,Active
